"id","tender_No","type","delivery","department","cbrief","cd","dp","date_Published","brief","closing_Date","compulsory_briefing_session","status","category","description","province","contactPerson","email","telephone","fax","briefingVenue","conditions","biddersdoc","biddersdoclink","bf","bc","company","award_contact","contactNumber","dateModified","bidders"
10443,"SCM44-2021-22","Request for Proposal","1 Dirkie Uys Street - Bredasdorp - Bredasdorp - 7280","Cape Agulhas Municipality",true,"Friday, 03 December 2021 - 12:00","Friday, 29 October 2021","2021-10-29T00:00:00","Thursday, 11 November 2021 - 12:00","2021-12-03T12:00:00","2021-11-11T12:00:00","Awarded","Supplies: Electrical Equipment","SUPPLY, DELIVERY, INSTALLATION AND COMMISSIONING OF A 13 PANEL SECONDARY SWITCHGEAR PANEL AND BACKUP BATTERY TRIPPING UNIT","Western Cape","Geraldine Koopman","geraldinek@capeagulhas.gov.za","028-425-5500","N/A","Struisbaai Municipal Office, Main Road Struisbaai","It is estimated that contractors should have a CIDB grading of 4 EB or 3 EB PE. ","SCM44-2021-22 SUPPLY, DELIVERY, INSTALLATION AND COMMISSIONING OF A 13 PANEL SECONDARY SWITCHGEAR PANEL AND BACKUP BATTERY TRIPPING UNIT.pdf","/Home/Download/?blobName=c63296fa-8096-4da8-b1bb-92d4377dd5b3.pdf&downloadedFileName=SCM44-2021-22 SUPPLY, DELIVERY, INSTALLATION AND COMMISSIONING OF A 13 PANEL SECONDARY SWITCHGEAR PANEL AND BACKUP BATTERY TRIPPING UNIT.pdf","Yes","Yes","ABB SOUTH AFRICA","SAMANTHA ZITHA","082 572 6212",,""
10447,"RFQ-SCM-02-21","Request for Quotation","90 Protea Road - Chislehurston - Sandton - 2146","South African Tourism",false,"Monday, 08 November 2021 - 12:00","Friday, 29 October 2021","2021-10-29T00:00:00","<not available>","2021-11-08T12:00:00",,"Awarded","Services: Professional","Appointment of a service provider to provide advertising, activation, and production consultancy services for South African Tourism","Gauteng","Evah Mkwanazi","evah@southafrica.net","011-895-3000","N/A",,"N/A","LIST OF SUBMITTED TENDER Global Tourism Advocacy Program.pdf D.pdf","/Home/Download/?blobName=45bdf41e-67a1-4409-a973-0c1dd458ed0f.pdf&downloadedFileName=LIST OF SUBMITTED TENDER Global Tourism Advocacy Program.pdf D.pdf"," NO"," NO","HOUSE OF THE BRAVE","Karabo Songo","010 020 5544",,"Qhawelesizwe Holomo, May Davis, Jennifer Leppington-Clark, Yavi Madurai"
10450,"AGRISETA/06/2021","Request for Bid(Open-Tender)","AgriSETA House 529 Belvedere Street, Arcadia, 0083 - Arcadia - Pretoria - 0083","Agricultural Sector Education and Training Authority",true,"Monday, 29 November 2021 - 11:00","Friday, 29 October 2021","2021-10-29T00:00:00","Monday, 08 November 2021 - 11:00","2021-11-29T11:00:00","2021-11-08T11:00:00","Awarded","Services: Professional","REQUEST FOR PROPOSALS FOR THE APPOINTMENT OF A MULTIDISCIPLINARY PROFESSIONAL SERVICE PROVIDER TO PROVIDE ARCHITECTURAL SERVICES FOR CONDITIONAL ASSESSMENT, DESIGN AND PROJECT MANAGEMENT FOR AGRISETA BUILDING SITUATED AT 529 BELVEREDE STREET, ARCADIA GAUTENG PROVINCE","Gauteng","Tebogo","tebogom@agriseta.co.za","012-306-5600","N/A","https://agriseta-co-za.zoom.us/j/91389742598?pwd=a2dCbkxKM1VRUjVFSS8xVGJTbURiZz09","Bidders must submit one (1) original, two (2) copies and one (1) soft copy (in a memory stick) of their bid proposal. Price Proposals must be submitted in a separate envelope.
Bidders must submit a memory stick containing the same documents as contained in the bidder’s original tender proposal
","","","Yes","Yes","Ebesa Architects ","Tebogo","0123015600",,""
10472,"PYP/W1/6/21/1815/01","Request for Proposal","202 Anton Lembede Street, - Durban - Durban - 4001","Transnet SOC Ltd",false,"Tuesday, 30 November 2021 - 10:00","Friday, 29 October 2021","2021-10-29T00:00:00","<not available>","2021-11-30T10:00:00",,"Awarded","Security and investigation activities","THE PROVISION OF SECURITY SERVICES AT MPUMALANGA PROVINCE TO VARIOUS TRANSNET PIPELINES PROPERTIES FOR A PERIOD OF 2 YEARS WITH OPTION OF EXTENDING FOR 1 YEAR","Mpumalanga","Ngimphiwe Mathenjwa","Ngimphiwe.Mathenjwa@transnet.net","031-361-1568","N/A","TBA","A compulsory pre-proposal site briefing will be conducted on a date to be communicated with bidders that have shown interest. The bidders must indicate their interest to tender by 5 November 2021 and a meeting will be arranged accordingly due to the restrictions around COVID 19. Meeting invites will only be sent to the bidders that have shown interest by sending a confirmation email to Ngimphiwe.Mathenjwa@transnet.net , for attending the tender briefing.","","","Yes","Yes","Sinqobile Equestrian Security Services ","Chithwa Samuel Ndwandwe ","010 125 0328",,""
28579,"TE 64/2021","Request for Proposal","WOLHUTER STREET - ROBERTSON - ROBERTSON - 6705","Langeberg Municipality",true,"Friday, 19 November 2021 - 12:00","Friday, 29 October 2021","2021-10-29T00:00:00","Tuesday, 09 November 2021 - 11:00","2021-11-19T12:00:00","2021-11-09T11:00:00","Awarded","Services: Professional","TENDER 64/2021: PROFESSIONAL SERVICES: DESIGN AND RELATED SERVICES, ELECTRICIFICATION OF HOUSING PROJECT - ERF 136, ROBERTSON","Western Cape","J ROSSOUW","electrical@langeberg.gov.za","023-626-8200","023-626-2426","ELECTRICAL DEPARTMENT, WOLHUTER STREET, ROBERTSON","ATTACHED ADVERT","TE 64-2021  BID REGISTER.xlsx","/Home/Download/?blobName=702832f9-312a-4aca-a564-0f75862aad1d.xlsx&downloadedFileName=TE 64-2021  BID REGISTER.xlsx","Yes","Yes","CLINKSCALES MAUGHAN-BROWN(SOUTH)","M MELTZ","044-874-1511",,""
29044,"TE 60/2021","Request for Proposal","28 MAIN ROAD - ASHTON - ASHTON - 6715","Langeberg Municipality",true,"Friday, 03 December 2021 - 12:00","Friday, 29 October 2021","2021-10-29T00:00:00","Thursday, 11 November 2021 - 10:00","2021-12-03T12:00:00","2021-11-11T10:00:00","Awarded","Civil engineering","TENDER 60/2021: CONSTRUCTION OF 3MIL RESERVOIR, PIPELINES & RELATED PUMP WORK","Western Cape","M JOHNSON","mjohnson@langeberg.gov.za","023-615-8000","023-615-1563","52 CHURCH STREET, ROBERTSON","SEE ATTACHED ADVERT","TE 60-2021 BID REGISTER.xlsx","/Home/Download/?blobName=3999b17b-2728-425c-9283-ba48fcf5188d.xlsx&downloadedFileName=TE 60-2021 BID REGISTER.xlsx","Yes","Yes","JVZ CONSTRUCTION","N SALIE","021 862 1973",,""
10234,"NRCS 002-2021/2022","Request for Bid(Open-Tender)","SABS Campus,  NRCS, 1 Dr Lategan Road - Groenkloof - Pretoria - 0001","National Regulator for Compulsory Specifications",true,"Monday, 22 November 2021 - 11:00","Thursday, 28 October 2021","2021-10-28T00:00:00","Monday, 08 November 2021 - 10:30","2021-11-22T11:00:00","2021-11-08T10:30:00","Awarded","Services: Professional","APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE CO-SOURCE INTERNAL AUDITS FOR A PERIOD OF 36 (THIRTY-SIX) MONTHS","Gauteng","Ambition Manabile ","ambition.manabile@nrcs.org.za","012-482-8921","N/A","NON-COMPULSORY BRIEFING SESSION TO BE HELD ONLINE ON 08 NOVEMBER 2021 @ 10:30 - BIDDERS WHO ARE INTE","Stipulated in the bid document ","CO-SOURCE INTERNAL AUDIT- 22 NOVEMBER 2021.pdf","/Home/Download/?blobName=7974cd1d-6c6c-4785-9fbe-d88c0b754d9c.pdf&downloadedFileName=CO-SOURCE INTERNAL AUDIT- 22 NOVEMBER 2021.pdf","Yes"," NO","Abacwaningi Business Solutions ","Ambition Manabile ","012-482-8921",,""
10242,"8/2/3/85 (2021-2022)","Request for Bid(Open-Tender)","25 Mitchell Street - Meyerton - Meyerton - 1961","Midvaal Local Municipality",false,"Wednesday, 10 November 2021 - 10:00","Thursday, 28 October 2021","2021-10-28T00:00:00","<not available>","2021-11-10T10:00:00",,"Awarded","Administrative and support activities","BID FOR THE APPOINTMENT OF A PROFESSIONAL SERVICE PROVIDER TO PROVIDE DOCUMENT SCANNING, ELECTRONIC ARCHIVING AND DESTRUCTION SERVICES FOR THE FINANCE SERVICES DEPARTMENT FROM DATE OF AWARD TO 30 JUNE 2022","Gauteng","Financial Services Office","tenders@midvaal.gov.za","016-360-5873","N/A",,"Please use the bid/tender number as reference and remember to bring proof of payment for collection of bid documents.
Alternatively, bidding documents may be requested via tenders@midvaal.gov.za.The bidding document will be sent to the requesting bidder free of charge
","",""," NO"," NO","METROFILE (PTY) LTD","NOMASONTO SIBEKO","078 511 2705",,""
10282,"RFQ05-12/10/2021","Request for Quotation","96 RISSIK STREET ,TIPPETT BUILDING  - JOHANNESBURG - JOHANNESBURG - 2000","Passenger Rail Agency of South Africa",true,"Friday, 05 November 2021 - 11:00","Thursday, 28 October 2021","2021-10-28T00:00:00","Thursday, 28 October 2021 - 11:00","2021-11-05T11:00:00","2021-10-28T11:00:00","Awarded","Services: Electrical","ELECTRICAL & MINOR WORKS AT OLIFANTSFONTEIN STATION","Gauteng","Thope Maphiri","tmaphiri@prasa.com","011-013-1687","N/A",,"1EB/EP OR HIGHER","",""," NO"," NO","MARIVATI CONSTRUCTION AND PROJECTS","Thope Maphiri","0110131687",,""
10285,"RFQ05-07/10/2010","Request for Quotation","96 RISSIK STREET ,TIPPETT BUILDING  - JOHANNESBURG - JOHANNESBURG - 2000","Passenger Rail Agency of South Africa",false,"Friday, 05 November 2021 - 11:00","Thursday, 28 October 2021","2021-10-28T00:00:00","<not available>","2021-11-05T11:00:00",,"Awarded","Services: Electrical","MINOR UPGRADE AT KLIPRIVER STATION","Gauteng","Thope Maphiri","tmaphiri@prasa.com","011-013-1687","N/A",,"1EB/EP OR HIGER ","",""," NO"," NO","SIYALOVE TRADING AND PROJECTS","Thope Maphiri","0110131687",,""
10286,"RFQ-10/10/2021","Request for Quotation","96 RISSIK STREET ,TIPPETT BUILDING  - JOHANNESBURG - JOHANNESBURG - 2000","Passenger Rail Agency of South Africa",false,"Thursday, 11 November 2021 - 11:00","Thursday, 28 October 2021","2021-10-28T00:00:00","<not available>","2021-11-11T11:00:00",,"Awarded","Services: Electrical","ELECTRICAL & MINOR WORKS AT MEYERTON STATION","Gauteng","Thope Maphiri","tmaphiri@prasa.com","011-013-1687","N/A",,"1EB/EP OR HIGHER","",""," NO"," NO","Fountain of life enterprise ","Thope Maphiri","0110131687",,""
10289,"GEN3371","Request for Proposal",,"ESKOM",false,"Tuesday, 30 November 2021 - 10:00","Thursday, 28 October 2021","2021-10-28T00:00:00","<not available>","2021-11-30T10:00:00",,"Awarded","Other service activities","Regret letter for: the provision of Density Sampling and analysis for Eskom Primary Energy on an “as and when required” basis for the period of 36 months.","Gauteng","Rinny Matlou","matlourc@eskom.co.za","011-800-5452","N/A",,"N/A","",""," NO"," NO","N/A",,,,""
10340,"CONTRACT SANRAL 57000/1002/2021/1","Request for Proposal","38 Ida Street - Menlo Park - Pretoria - 0081","South African National Roads Agency Soc Limited (SANRAL)",false,"Friday, 26 November 2021 - 11:00","Thursday, 28 October 2021","2021-10-28T00:00:00","<not available>","2021-11-26T11:00:00",,"Awarded","Services: Professional","CONTRACT SANRAL 57000/1002/2021/1
FOR SOFTWARE PROGRAMMING SERVICES","Gauteng","Mr Ulizwi Mngoma","MngomaU@nra.co.za","012-844-8000","N/A",,"N/A","CONTRACT SANRAL 57000_1002_2021_1 _Recieved Tender.pdf","/Home/Download/?blobName=6f02afd5-e68c-40d7-bf6a-f904e9cc9959.pdf&downloadedFileName=CONTRACT SANRAL 57000_1002_2021_1 _Recieved Tender.pdf"," NO"," NO","MPANDE TECHNOLOGIES","Mr Ulizwi Mngoma","0128448000",,"Digital Empowerment 	R 190 243 171.22	B-BBEE LEVEL 2	  Extreme Intelligence 	R 189 024 465.00	B-BBEE LEVEL 2	  Ulwembu JV	R 158 918 592.97	B-BBEE LEVEL 1	  Africa Utility Solutions 	R 67 364 125.00	B-BBEE LEVEL 1"
10108,"BS/2021/RFB458","Request for Proposal","Block C2, 349 Witch-hazel Avenue, Eco Park Estate -  Highveld - Centurion - 0144","Banking Sector Education and Training Authority",true,"Thursday, 25 November 2021 - 11:00","Wednesday, 27 October 2021","2021-10-27T00:00:00","Wednesday, 03 November 2021 - 11:00","2021-11-25T11:00:00","2021-11-03T11:00:00","Awarded","Information and communication","APPOINTMENT OF A SERVICE PROVIDER FOR THE PROVISION OF INTERNET AND TELEPHONE SERVICES FOR A PERIOD OF 3 YEARS","National","Jackie Kwinika","jackiek@bankseta.org.za","011-805-9661","N/A","Virtual","N/A","Bidder list.pdf","/Home/Download/?blobName=72148a81-7b71-452c-8d78-4b762732d8a1.pdf&downloadedFileName=Bidder list.pdf","Yes"," NO","Brilliant Telecommunications","Mpeleng Kgatshe","0100235022",,""
10161,"ERW202107/TNDR-002","Request for Bid(Open-Tender)",,"Ekurhuleni Water Care Company (ERWAT)",true,"Friday, 03 December 2021 - 12:00","Wednesday, 27 October 2021","2021-10-27T00:00:00","Thursday, 11 November 2021 - 09:30","2021-12-03T12:00:00","2021-11-11T09:30:00","Awarded","Supplies: Electrical Equipment","THE APPOINTMENT OF A SERVICE PROVIDER FOR THE SUPPLY, DELIVERY, INSTALLATION, COMMISSIONING OF TWO (2) DE-IONISED AND REVERSE OSMOSIS (TYPE II) WATER SYSTEM FOR THE LABORATORY ","Gauteng","Ms Phumzile Mdlalose","Publictenders@erwat.co.za","011-929-7000","011-929-7031","https://erwat-za.zoom.us/meeting/register/tJYtd-GrrDgoEtR_PmXaAZ6mivYSiT2KGKUk ","PLEASE SEE ATTACHMENT","ERW202107.TNDR.002.PDF","/Home/Download/?blobName=250d0ed9-6047-45d5-a2bb-6719e4d2769e.PDF&downloadedFileName=ERW202107.TNDR.002.PDF","Yes","Yes","AQA INTERNATIONAL","Vanessa Bunn","0117941393",,""
10193,"iCLM PE 503/TPT","Request for Quotation",,"Transnet SOC Ltd",true,"Tuesday, 16 November 2021 - 10:00","Wednesday, 27 October 2021","2021-10-27T00:00:00","Tuesday, 02 November 2021 - 14:00","2021-11-16T10:00:00","2021-11-02T14:00:00","Awarded","Supplies: General","Supply and Delivery of Wheel Hub Covers for the Rubber Tyred Gantry Cranes for Transnet SOC Ltd. (Registration no. 1990/000900/30) Operating as Transnet Port Terminals (Hereinafter referred to as ""TPT"") at the Ngqura Container Terminal as a once off.","Eastern Cape","Caroline Allen ","Caroline.Allen@transnet.net","041-507-1832","N/A","Transnet Port Terminals, 4th Floor Boardroom, Port of Ngqura or via MS Teams","A non-compulsory pre-proposal site meeting and RFQ briefing will be conducted at 4th Floor Boardroom, TPT Admin Building, Neptune Way, Ngqura Container Terminal on the 2nd of November 2021 at 14h00 for a period of ± 1½ hours.","Bidders for RFQ Supply and Delivery of Wheel Hub Covers.pdf","/Home/Download/?blobName=bd41c42e-16d2-449e-b300-d482badd2359.pdf&downloadedFileName=Bidders for RFQ Supply and Delivery of Wheel Hub Covers.pdf","Yes"," NO","GAISEY HOLDINGS","Ms V. Jwaqa","0728059544",,"MAAA0613572, MAAA0613572"
10208,"WCR36/2021","Request for Proposal","PRASA CRES ,1ST FLOOR CMOCC BUILDING - CAPE TOWN STATION - CAPE TOWN - 8001","Passenger Rail Agency of South Africa",true,"Thursday, 04 November 2021 - 12:00","Wednesday, 27 October 2021","2021-10-27T00:00:00","Wednesday, 27 October 2021 - 11:00","2021-11-04T12:00:00","2021-10-27T11:00:00","Awarded","Administrative and support activities","REQUEST FOR QUOTATION FOR SUPPLY AND DELIVERY OF FIRST AID KITS RE-FILL PACKS FOR THE WERSTERN CAPE REGION","Western Cape","Ayanda Sukwana","ayanda.sukwana@prasa.com","021-449-3038","N/A",,"N/A","",""," NO"," NO","All Risk Management PTY LTD","Elizabeth Letsoalo","021 449 6430",,""
10213,"Q16-2021-22","Request for Bid(Open-Tender)","1 Dirkie Uys Street - Bredasdorp - Bredasdorp - 7280","Cape Agulhas Municipality",false,"Friday, 05 November 2021 - 12:00","Wednesday, 27 October 2021","2021-10-27T00:00:00","<not available>","2021-11-05T12:00:00",,"Awarded","Supplies: General","SUPPLY & DELIVERY OF CONCRETE TOILETS TO BREDASDORP","Western Cape","Geraldine Koopman","geraldinek@capeagulhas.gov.za","028-425-5500","N/A",,"N/A","Q16-2021-22 SUPPLY & DELIVERY OF CONCRETE TOILETS TO BREDASDORP.pdf","/Home/Download/?blobName=0183fcee-099a-4eee-8df8-ea4a2fd2f55d.pdf&downloadedFileName=Q16-2021-22 SUPPLY & DELIVERY OF CONCRETE TOILETS TO BREDASDORP.pdf"," NO"," NO","ENVIROMOULD (PTY) LTD ","JACQUEST RUST","073 112 4262",,""
10224,"FSCA2021/22-T008","Request for Proposal","41 MATROOSBERG  - MENLO PARK - PRETORIA - 0081","FINANCIAL SECTOR CONDUCT AUTHORITY (FSCA)",false,"Thursday, 25 November 2021 - 11:00","Wednesday, 27 October 2021","2021-10-27T00:00:00","<not available>","2021-11-25T11:00:00",,"Awarded","Other service activities","PANEL OF FINANCIAL SECTOR RESEARCHERS POLICY AND REGULATORY EXPERTS","Gauteng","JESSIE MYANGA","jessie.myanga@fsca.co.za","012-422-7159","N/A","https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZWVmZDA1ZDEtODkyZS00OGFkLWI4NzQtMzM4NzQxMTNjN","REFER TO TOR.","","","Yes"," NO","Ernst and Young","Nobusi Mazwai/Jessie Myanga","0124227159",,"The centre for regulation and inclusion NPC, The centre for regulation and inclusion NPC"
10018,"NRF/SARAO SDIG/24/2021-22","Request for Proposal","Erf 1883, No. 17 Masolkeweg Street - Carnarvon - Carnarvon - 8925","National Research Foundation",false,"Monday, 22 November 2021 - 11:00","Tuesday, 26 October 2021","2021-10-26T00:00:00","<not available>","2021-11-22T11:00:00",,"Awarded","Supplies: Electrical Equipment","SUPPLY, DELIVERY AND SUPPORT OF THE DATA NETWORK ETHERNET SWITCHES AND INTERCONNECT FOR THE MEERKAT EXTENSION PROJECT
OVER A PERIOD OF 5 YEARS","Western Cape","Mariet Venter ","mventer@sarao.ac.za","021-506-7300","N/A",,"N/A","",""," NO"," NO","Eclipse Holdings ","Faheem Essack","faheeme@eclipseholdings.co.za ",,"CNP Projects (Pty) Ltd, Data Sciences Corporation (Pty) Ltd, Datacentrix (Pty) Ltd , Eclipse Holdings (Pty) Ltd, K2017166608 (South Africa) Pty Ltd t/a RepresentPro, Nambiti Technologies (Pty) Ltd, Simplified IT Services (Pty) Ltd, Technology Corporate Management (Pty) Ltd, Ubuntu Technologies (Pty) Ltd "
10060,"DSAC 14/21-22","Request for Bid(Open-Tender)","202 MADIBA STREET - PRETORIA - PRETORIA - 0001","Department of Sports, Arts & Culture",true,"Friday, 26 November 2021 - 11:00","Tuesday, 26 October 2021","2021-10-26T00:00:00","Thursday, 04 November 2021 - 10:00","2021-11-26T11:00:00","2021-11-04T10:00:00","Awarded","Advertising and market research","REQUEST FOR PROPOSALS FOR THE APPOINTMENT OF A SERVICE PROVIDER TO EXECUTE REBRANDING OF DSAC BUILDINGS-NAMELY SECHABA HOUSE, NATIONAL ARCHIVES AND RECORDS SERVICES OF SOUTH AFRICA, FILM AND VIDEO AND SOUND ARCHIVES AS WELL AS THE OLD LIBRARY BUILDING OF THE DEPARTMENT OF SPORT, ARTS AND CULTURE.","National","NNANIKI MALESA","nnanikim@dsac.gov.za","071-350-9125","N/A","Link: https://bit.ly/BriefingSessionDSAC14-21-22","N/A","BIDS RECEIVED DSAC 14 21 22.doc","/Home/Download/?blobName=4bbdca2a-b56f-4057-a1f9-4c2eaf287295.doc&downloadedFileName=BIDS RECEIVED DSAC 14 21 22.doc","Yes"," NO","Shereno Printers","YOLISWA","0663014667",,""
10068,"HO5/2021","Request for Proposal","WF Nkomo Street - Pretoria CBD - Pretoria, Tshwane - 0001","Correctional Services",false,"Friday, 12 November 2021 - 11:00","Tuesday, 26 October 2021","2021-10-26T00:00:00","<not available>","2021-11-12T11:00:00",,"Awarded","Services: General","APPOINTMENT OF A SERVICE PROVIDER FOR THE CLEANING SERVICES AND PROVISION OF CLEANING MATERIALS TO THE DEPARTMENT OF CORRECTIONAL SERVICES AT POYNTONS BUILDING FOR A PERIOD OF THREE YEARS (36 MONTHS). COMMENCEMENT: FROM THE DATE OF SIGNING THE CONTRACT","Gauteng","Jacob Sibanyoni","jacob.sibanyoni@dcs.gov.za","012-305-8268","012-323-5621",,"A briefing and site inspection is not compulsory however it can be arranged and conducted within COVID-19 regulations to address potential bidders at 124 WF Nkomo Street, Poyntons Building, West Block Foyer, Department of Correctional Services

NB: Special Conditions has been revised on the 04/11/2021, Bidders are requested to download and utilised the revised updated Special Conditions.","List of bid received HO5.2021.pdf","/Home/Download/?blobName=a3f97632-501d-4531-9fe2-45c0a5794aa8.pdf&downloadedFileName=List of bid received HO5.2021.pdf"," NO"," NO","Neso Scope Holdings","Tebogo Shokane","078 410 4016",,""
10069,"BSM 110/21","Request for Bid(Open-Tender)","Stellenbosch Municipality - Stellenbosch - Stellenbosch - 7600","Stellenbosch Municipality",true,"Monday, 29 November 2021 - 12:00","Tuesday, 26 October 2021","2021-10-26T00:00:00","Tuesday, 09 November 2021 - 10:00","2021-11-29T12:00:00","2021-11-09T10:00:00","Awarded","Services: Electrical"," BSM 110/21: REFURBISHMENT OF 11KV SUBSTATION BUILDINGS AND INSTALLATION OF SWITCHGEAR SUPPLIED BY STELLENBOSCH MUNICIPALITY FOR THE PERIOD ENDING 30 JUNE 2024 ","Western Cape","Henk Brand","henk@lyners.co.za","021-914-0300","N/A","Microsoft Teams. Prospective tenderers shall register with the Consulting Engineer, Mr. Henk Brand, ","N/A","Tender BSM 110 List of bidders.docx","/Home/Download/?blobName=6f1553c5-52c7-4aaf-8da4-a8d344da8c18.docx&downloadedFileName=Tender BSM 110 List of bidders.docx","Yes","Yes","VE RETICULATION","Lourens de Lange","021-808-8323",,""
10086,"MISA/DNDZM/LIC/KZN/037/2021/22","Request for Proposal"," 32 Arbuckle Street - HIMEVILLE - Creighton - 3263","Municipal Infrastructure Support Agent",true,"Tuesday, 16 November 2021 - 11:00","Tuesday, 26 October 2021","2021-10-26T00:00:00","Wednesday, 03 November 2021 - 10:00","2021-11-16T11:00:00","2021-11-03T10:00:00","Awarded","Services: Professional","APPOINTMENT OF A PROFESSIONAL SERVICE PROVIDER FOR THE DESIGN AND MANAGEMENT OF A LABOUR INTENSIVE CAPACITY BUILDING PROGRAMME IN DR NKOSAZANA DLAMINI ZUMA MUNICIPALITY IN THE KWAZULU-NATAL PROVINCE.","KwaZulu-Natal","Lumka Tyikwe","lumka.tyikwe@misa.gov.za","012-848-5325","N/A","Will be made available on the date and time of briefing session on MISA website","briefing session link for a non compulsory virtual briefing session will be available at MISA website on the Briefing session date as indicated in the Tender document ","","","Yes"," NO","Naidu Consulting","Lumka Tyikwe","012 848 5300",,""
10100,"RFP009/2021","Request for Proposal","Portion 601 of the Farm the Willows No. 340-JR. Corner Alwyn and Propshaft Roads,  - Silverton - Pretoria /Tshwane - 0001","TSHWANE AUTOMOTIVE SPECIAL ECONOMIC ZONE",false,"Friday, 26 November 2021 - 12:00","Tuesday, 26 October 2021","2021-10-26T00:00:00","<not available>","2021-11-26T12:00:00",,"Awarded","Security and investigation activities","RFP009/2021 APPOINTMRNT OF PHYSICAL SECURITY SERVICES  (GUARDING SERVICES) FOR TASEZ FOR A PERIOD OF 3 YEARS","Gauteng","Lucia Buda","luciab@tasez.co.za","012-564-3174","N/A",,"N/A","",""," NO"," NO","Bamogale Enterprise","Mosa Mogale","0828848813",,""
10109,"RFP 005/2021","Request for Proposal","30 HELIUM ROAD - AKASIA - ROSSLYN - 0182","TSHWANE AUTOMOTIVE SPECIAL ECONOMIC ZONE",false,"Wednesday, 24 November 2021 - 12:00","Tuesday, 26 October 2021","2021-10-26T00:00:00","<not available>","2021-11-24T12:00:00",,"Awarded","Financial service activities, except insurance and pension funding","PROVISION OF INTERNAL AUDIT SERVICES FOR A PERIOD OF THREE YEARS","Gauteng","Hlamulo Shirinda","hlamulos@tasez.co.za","012-564-3174","N/A",,"N/A","",""," NO"," NO","SAB AND T CHARTERED ACCOUNTANTS","Hlamulo Shirinda","0125643174",,""
10116,"Regret Letter Corp5157","Request for Bid(Open-Tender)","Cnr Plain Road & 43rd Street - Gauteng - Olifantsfontein - 1666","ESKOM",false,"Thursday, 25 November 2021 - 11:00","Tuesday, 26 October 2021","2021-10-26T00:00:00","<not available>","2021-11-25T11:00:00",,"Awarded","Services: General","General Building Maintenance service at Apollo Grid in Gauteng as and when required basis for a period of 12 months - Corp5157","National","Dorothy Kgoete","Kgoeted@eskom.co.za","011-871-3381","N/A",,"N/A","",""," NO"," NO","N/A",,,,""
10121,"RFQ05-11/10/2021","Request for Proposal","96 RISSIK STREET,TIPPETT BUILDING JOHANNESBURG - JOHANNESBURG - JOHANNESBURG - 2000","Passenger Rail Agency of South Africa",false,"Thursday, 11 November 2021 - 11:00","Tuesday, 26 October 2021","2021-10-26T00:00:00","<not available>","2021-11-11T11:00:00",,"Awarded","Services: Electrical","ELECTRICAL & MINOR WORKS AT OAKMOOR STATION","Gauteng","Thope Maphiri","tmaphiri@prasa.com","011-013-1687","N/A",,"1EB OR 1EP OR HIGHER","",""," NO"," NO","Girman thandinkosi trading","Thope Maphiri","0110131687",,""
10123,"RFQ05-08/10/2021","Request for Bid(Open-Tender)","96 RISSIK STREET, TIPPETT BUILDING, JOHANNESBURG - JOHANNESBURG - JOHANNESBURG - 2000","Passenger Rail Agency of South Africa",false,"Friday, 05 November 2021 - 11:00","Tuesday, 26 October 2021","2021-10-26T00:00:00","<not available>","2021-11-05T11:00:00",,"Awarded","Services: Electrical","ELECTRICAL & MINOR WORKS AT UNION STATION","Gauteng","Thope Maphiri","tmaphiri@prasa.com","011-013-1687","N/A",,"1EB/1EP OR HIGHER","",""," NO"," NO","Mvela Electrolights","Thope Maphiri","0110131687",,""
9985,"T/ING/020/2021","Request for Bid(Open-Tender)","Supply Chain Management Unit, 1st Floor, Financial Services, Civic Centre - George - George - 6529","George Municipality",true,"Tuesday, 30 November 2021 - 12:00","Monday, 25 October 2021","2021-10-25T00:00:00","Tuesday, 02 November 2021 - 10:00","2021-11-30T12:00:00","2021-11-02T10:00:00","Awarded","Civil engineering","T/ING/020/2021 - Tender for the Upgrading of the George New Water Treatment Works (20Ml) Extension","Western Cape","Mr. Jannie Koegelenberg","jannie.koegelenberg@rhdhv.com","087-352-2283","087-352-2283","MS Teams","Special conditions are set out in the Tender Data.","Opening Memo T ING 020 of 2021.pdf","/Home/Download/?blobName=54b430d2-dfaf-4b0c-bdaa-71ad38871333.pdf&downloadedFileName=Opening Memo T ING 020 of 2021.pdf","Yes","Yes","ICON CONSTRUCTION","Craig Cavanagh","0310030000",,""
9987,"ZNB00147/00000/00/HOD/INF/20/T ","Request for Bid(Open-Tender)","172 Burger Street, Pietermaritzburg - Pietetmaritzburg - Pietetmaritzburg - 3201","Kwazulu Natal - Transport",true,"Friday, 03 December 2021 - 11:00","Monday, 25 October 2021","2021-10-25T00:00:00","Thursday, 11 November 2021 - 11:00","2021-12-03T11:00:00","2021-11-11T11:00:00","Awarded","Construction","The Reseal of Main Road P389 (KM4.000 To KM12,000) In the Empangeni Region","KwaZulu-Natal","Pierre Queripel","pierre@hn.co.za","033-394-2352","N/A","http://bit.ly/ZNB00147","N/A","","","Yes","Yes","MPHILISI CONSTRUCTION","Sandile Nkala","0333558975",,""
