"id","tender_No","type","delivery","department","cbrief","cd","dp","date_Published","brief","closing_Date","compulsory_briefing_session","status","category","description","province","contactPerson","email","telephone","fax","briefingVenue","bf","bc","conditions"
1829,"NLSA.INTERNAL AUDIT /2020-2021","Request for Proposal",,"National Library of South Africa",false,"Tuesday, 22 June 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-22T11:00:00",,"Closed","Services: General","APPOINTMENT OF A SERVICES PROVIDER TO PROVIDE INTERNAL AUDIT SERVICES TO THE NATIONAL LIBRARY OF SOUTH AFRICA FOR A PERIOD OF THREE YEARS (36).","Gauteng","Patience Shiburi","Patience.shiburi@nlsa.ac.za","012 401 9770","N/A",," NO"," NO","N/A"
1830,"ERAC-RCB-35433-NN-151","Request for Quotation",,"Transnet SOC Ltd",false,"Thursday, 10 June 2021 - 10:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-10T10:00:00",,"Closed","Services: General","Hire of earth augurs with bits to Emakwezini to Idondotha","KwaZulu-Natal","Lindiwe Sithole","Lindiwe.sithole2@transnet.net","031 361 4123","N/A",," NO"," NO","N/A"
1831,"MDB001-2020-2021","Request for Proposal",,"Municipal Demarcation Board",false,"Thursday, 26 November 2020 - 00:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2020-11-26T00:00:00",,"Closed","Services: General","Media Monitoring Services","National","Abel Maluleka","Abel@demarcation.org.za","012 342 2481","N/A",," NO"," NO","N/A"
1833,"RFQ/CMS/HRR/010521","Request for Quotation",,"Council for Medical Schemes",false,"Friday, 11 June 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-11T11:00:00",,"Closed","Services: General","Appointment of a service provider for Covid-19 Employee Assessment (Return to Work) for a period of 12 
months
","Gauteng","Ludwe Madayi","l.madayi@medicalschemes.co.za","012 431 0484","N/A",," NO"," NO","N/A"
1834,"SANParks-0020-11-21","Request for Quotation",,"South African National Parks",false,"Wednesday, 09 June 2021 - 12:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-09T12:00:00",,"Closed","Services: General","APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE EMPLOYEE VERIFICATION FOR VARIOUS POSITIONS","Gauteng","Mpho Masia","mpho.masia@sanparks.org","012 426 5225","N/A",," NO"," NO","N/A"
1835,"iLABS/RFQ 2021/22:48","Request for Quotation",,"National Research Foundation",false,"Monday, 14 June 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-14T11:00:00",,"Closed","Services: General","Supply and Delivery of components for the SAIF Project.","National","Luyolo Sabsana","scm@tlabs.ac.za","021 843 1000","N/A",," NO"," NO","N/A"
1841,"GTAC 006-2021-22","Request for Proposal",,"Government Technical Advisory Centre (GTAC)",false,"Friday, 18 June 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-18T11:00:00",,"Closed","Services: General","PROVISION OF TECHNICAL ASSISTANCE SERVICES TO THE LIMPOPO DEPARTMENT OF PUBLIC WORKS, ROADS AND INFRASTRACTURE (LDPWR&I): INFRASTRUCTURE DELIVERY SUPPORT PROGRAMME (PN 1046) - 1 X INFORMATION TECHNOLOGY EXPERT","Gauteng","Nolubabalo Tokwe","Nolubabalo.Tokwe@gtac.gov.za","0123155549","N/A",," NO"," NO","N/A"
1844,"OLT1261411","Request for Proposal",,"ESKOM",false,"Wednesday, 16 June 2021 - 23:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-16T23:00:00",,"Closed","Services: General","Conduct Occupational Hygiene Surveys for North West Operating Units at various sites","North West","Annah Sivetshe","sivetsa@eskom.co.za","015 299 0125","N/A",," NO"," NO","N/A"
1845,"T21/05/21","Request for Proposal",,"Industrial Development Corporation of South Africa Limited",false,"Thursday, 17 June 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-17T11:00:00",,"Closed","Services: General","REQUEST FOR PROPOSAL TO APPOINT A SERVICE PROVIDER TO PROVIDE MONITORING, MAINTENANCE AND ARMED
RESPONSE SERVICES ON THE IDC SECURITY ALARM
SYSTEMS AT (13) IDC REGIONAL OFFICES","Gauteng","Ms. Amelia Rawstorne","ameliar@idc.co.za","011 269 3645","N/A",," NO"," NO","N/A"
1848,"GTAC 008-2021-22","Request for Proposal",,"Government Technical Advisory Centre (GTAC)",false,"Friday, 25 June 2021 - 00:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-25T00:00:00",,"Closed","Services: General","PROVISION OF TECHNICAL ASSISTANCE SERVICES TO THE JOBS FUND WITH ARGRICULTURAL EXPERTISE","Gauteng","Barbara Prins","psp@gtac.gov.za","012 395 6617","N/A",," NO"," NO","N/A"
1850,"ASA 03/06/2021","Request for Quotation",,"Agrément South Africa",false,"Friday, 11 June 2021 - 12:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-11T12:00:00",,"Closed","Services: General","REQUEST FOR SERVICES; TO CHAIR DISCIPLNARY INQUIRIES ON BEHALF OF AGREMENT SOUTH AFRICA","National","DANIEL MAMAREGANE","dmamaregane@agrement.co.za","012 841 2735","N/A",," NO"," NO","N/A"
1852,"RFQ//FIN/2021/1","Request for Quotation",,"UNIVERSITY OF SOUTH AFRICA (UNISA)",false,"Friday, 02 July 2021 - 12:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-07-02T12:00:00",,"Closed","Services: General","INVITATION TO THE ART CONSERVATION (RESTORATION AND MAINTENANCE) AND ASSOCIATED SERVICES TO BE INCLUDED ONTO A LIST OF PANEL OF SERVICE PROVIDERS FOR SABC ON AN “AS AND WHEN” REQUIRED BASIS FOR A PERIOD OF THREE (3) YEARS","National","Mandla Sikhonde","sikhondemt@sabc.co.za","011-7142309","N/A",," NO"," NO","N/A"
1854,"IEC/MP-02/2021","Request for Quotation",,"Electoral Commission (IEC)",false,"Thursday, 24 June 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-24T11:00:00",,"Closed","Services: General","Provision for Mpumalanga Warehouse Storage Facility","Mpumalanga","Thato Ndala/Robert Niemack","ndalas@elections.org.za","0126225851/5492","N/A",," NO"," NO","N/A"
1856,"CORP5422","Request for Proposal",,"ESKOM",false,"Friday, 02 July 2021 - 10:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-07-02T10:00:00",,"Closed","Services: General","PROVISION OF UPGRADE FOR KRN SECURITY MODULES","Gauteng","Nokwabelwa Khanyile","khanyign@eskom.co.za","011 800 6232","N/A",," NO"," NO","N/A"
1857,"IEC/LP-02/2021","Request for Quotation",,"Electoral Commission (IEC)",false,"Monday, 28 June 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-28T11:00:00",,"Closed","Services: General","Corporate Conference and Travel Management Services for Limpopo Province","Limpopo","Tebogo Tivane/Anet Horn","tivanet@elections.org.za","0126225766/5970","N/A",," NO"," NO","N/A"
1861,"KZN/RAIL/05/2021/030/Q","Request for Quotation",,"Passenger Rail Agency of South Africa",false,"Friday, 11 June 2021 - 12:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-11T12:00:00",,"Closed","Services: General","REQUEST FOR QUOTATION (RFQ) FOR THE APPOINTMENT OF A SERVICE PROVIDER TO FACILITATE CATEGORY A-BROWN (REFRESHER) AND CATEGORY C-GREEN (FULL COURSE) TRAINING FOR METRORAIL KZN ","KwaZulu-Natal","Rani Padayachee","rani.padayachee@prasa.com","031 8130138","N/A",," NO"," NO","N/A"
1862,"RFQ OW-268/2020/21","Request for Quotation",,"Overberg Water",false,"Wednesday, 09 June 2021 - 12:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-09T12:00:00",,"Closed","Services: General","SUPPLY AND DELIVERY OFFICE CONSUMABLES FOR OVERBERG WATER ON A ONCE OFF BASIS","Western Cape","Sikhona Mpandeni/Edward Nwamafela","smpandeni@overbergwater.co.za","021 851 2155","N/A",," NO"," NO","N/A"
1863,"Q91-2020/21","Request for Quotation",,"City of Tshwane",false,"Monday, 07 June 2021 - 13:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-07T13:00:00",,"Closed","Services: General","QUOTATION TO APPOINT A SERVICE PROVIDER FOR THE TRANSPORT AND SAFE AND SECURE KEEPING OF RHINO HORN, FOR A PERIOD OF 12 MONTHS FROM THE DATE OF APPOINTMENT, AS AND WHEN REQUIRED","Gauteng","Francois Engelbrecht","francoise@tshwane.gov.za","012 358 1746","N/A",," NO"," NO","N/A"
1865,"A049-2020/21","Request for Proposal",,"Newcastle Local Municipality",false,"Wednesday, 07 July 2021 - 12:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-07-07T12:00:00",,"Closed","Services: General","APPOINTMENT OF ELECTRICAL CONTRACTORS FOR SUPPLY, TEST, REPAIR AND MAINTENANCE OF 132KV OVER HEADLINES, FIBER CABLES, TRANSFORMERS, LOAD CELL AND 132KV ACCESSORIES","KwaZulu-Natal","Zakhe Dube","Zakhe.Dube@newcastle.gov.za","034 312 1201","N/A",," NO"," NO","N/A"
1866,"OLT1261419","Request for Quotation",,"ESKOM",true,"Friday, 25 June 2021 - 00:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","Monday, 14 June 2021 - 10:00","2021-06-25T00:00:00","2021-06-14T10:00:00","Closed","Services: General","Supply materials and repair sinkhole at Kendal Power Station","Mpumalanga","Girly Mahlangu","girly.mahlangu@eskom.co.za","+27 13 647 6816","N/A",," Yes","Yes","N/A"
1869,"MPGXC006070R1","Request for Proposal",,"ESKOM",false,"Thursday, 08 July 2021 - 10:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-07-08T10:00:00",,"Closed","Services: General","Provision of manpower and consumables to perform high pressure welding during the planned outages and as and when required basis ","Mpumalanga","Sibongile Masilela","MasileSR@eskom.co.za","+27 13 690 0212","N/A",," NO"," NO","N/A"
1870,"GMA/004/21","Request for Proposal",,"Gauteng - Gautrain Management Agency",true,"Friday, 25 June 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","Monday, 14 June 2021 - 11:00","2021-06-25T11:00:00","2021-06-14T11:00:00","Closed","Services: General","RFP Phase 1: Pre-Qualification for the Provision of Integrated Next-Gen Security and Network Operations Center (SNOC)","National","Sabelo Mkwae ","tenderenquiries@gautrain.co.za","011 086 3500","N/A",," Yes","Yes","N/A"
1871,"GMA/003/21","Request for Proposal",,"Gauteng - Gautrain Management Agency",true,"Friday, 25 June 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","Friday, 11 June 2021 - 11:00","2021-06-25T11:00:00","2021-06-11T11:00:00","Closed","Services: General","Provision of Review, Development, and Update of the Land Transport Framework for the Gauteng Province","National","Sabelo Mkwae ","11",,"N/A",," Yes","Yes","N/A"
1872,"10323641","Request for Quotation",,"Passenger Rail Agency of South Africa",false,"Thursday, 17 June 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-17T11:00:00",,"Closed","Services: General","Supply and Delivery of Brake Blocks in Western Cape","Western Cape","Thembinkosi Dingaan","Thembinkosi.dingaan@prasa.com","021 449 3167","N/A",," NO"," NO","N/A"
1874,"RFQ/MICT/10/2021","Request for Quotation",,"Media, Information and Communication Technologies Sector Education and training Authority (MICT SETA)",false,"Monday, 07 June 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-07T11:00:00",,"Closed","Services: General","APPOINTMENT OF SERVICE PROVIDER TO PROVIDE A MOBILE CAMPAIGN AND ELECTRONIC MAILER SERVICES FOR A PERIOD OF THWELVE(12)MONTHS.","Gauteng","Peter  Masipa","rfqs@mict.org.za","011 207 2600","N/A",," NO"," NO","N/A"
1876,"SRVM-004/2021","Request for Quotation",,"Sundays River Valley Municipality",false,"Thursday, 17 June 2021 - 12:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-17T12:00:00",,"Closed","Services: General","Supply and Delivery of Personal Protection Equipment  ","Eastern Cape","Patuxolo Bidla","patuxolob@srvm.gov.za","042 230 7743","N/A",," NO"," NO","N/A"
1877,"656/05/21","Request for Proposal",,"Uphongolo Local Municipality",false,"Thursday, 17 June 2021 - 12:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-17T12:00:00",,"Closed","Services: General","Appointment of a Driving School to provide Driver’s Licence training for 60 people","National","Mr TP Masinga","thokozanim@uphongolo.gov.za","(034)413-1223 X128","N/A",," NO"," NO","N/A"
1878,"657/05/21","Request for Proposal",,"Uphongolo Local Municipality",false,"Monday, 05 July 2021 - 12:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-07-05T12:00:00",,"Closed","Services: General","Installation, Servicing and Maintenance of Fire Extinguisher for the period of 36 months","KwaZulu-Natal","Ms N Phakathi","nomcebop@uphongolo.gov.za","034 413 1223","N/A",," NO"," NO","N/A"
1880,"658/05/21","Request for Proposal",,"Uphongolo Local Municipality",false,"Monday, 05 July 2021 - 12:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-07-05T12:00:00",,"Closed","Services: General","Appointment of a Network Service Provider to supply and install new Microwave/Satellite Data Solutions for (5) sites for a period of 36 months","KwaZulu-Natal","Ms Z Wessels","zomae@uphongolo.gov.za","034 413 1223 ","N/A",," NO"," NO","N/A"
1882,"BV891/2021","Request for Quotation",,"Breede Valley Municipality",false,"Friday, 09 July 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-07-09T11:00:00",,"Closed","Services: General","SUPPLY AND DELIVERY OF ROAD BUILDING MATERIAL FOR A PERIOD ENDING 30 JUNE 2024","Western Cape","Wilfred Bells","wbells@bvm.gov.za","023 348 2954/56","N/A",," NO"," NO","N/A"
1883,"BV892/2021","Request for Quotation",,"Breede Valley Municipality",false,"Friday, 09 July 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-07-09T11:00:00",,"Closed","Services: General","SUPPLY AND DELIVERY OF BITUMEN PRODUCTS FOR THE PERIOD ENDING 30 JUNE 2024.","Western Cape","Wilfred Bells","wbells@bvm.gov.za","023 348 2954/56","N/A",," NO"," NO","N/A"
1884,"BV893/2021","Request for Quotation",,"Breede Valley Municipality",false,"Friday, 09 July 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-07-09T11:00:00",,"Closed","Services: General","SUPPLY AND DELIVERY OF CONCRETE PRODUCTS FOR A PERIOD ENDING 30 JUNE 2024","Western Cape","Wilfred Bells","wbells@bvm.gov.za","023 348 2954/56","N/A",," NO"," NO","N/A"
1885,"SALGA/95/2021","Request for Proposal",,"South African Local Government Association",false,"Monday, 21 June 2021 - 11:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-21T11:00:00",,"Closed","Services: General","Request for Proposals for the Appointment of a Service Provider to Conduct Competency Assessments, Pre-Employment Background Screening and Verifications Services","Gauteng","Nokwanda  Msomi","scm@salga.org.za","012 369 8000","N/A",," NO"," NO","N/A"
1886,"659/05/21","Request for Proposal",,"Uphongolo Local Municipality",false,"Monday, 05 July 2021 - 12:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-07-05T12:00:00",,"Closed","Services: General","Call for Proposal from a Prospective Service Providers to provide Fleet Management Services and the Supply of New Fleet for a period of 36 months","KwaZulu-Natal","Ms N Shongwe","shongwen@uphongolo.gov.za","(034)413-1223 X181","N/A",," NO"," NO","N/A"
1887,"GSM/21/03/2087","Request for Proposal",,"Transnet SOC Ltd",false,"Thursday, 24 June 2021 - 12:00","Wednesday, 02 June 2021","2021-06-02T00:00:00","<not available>","2021-06-24T12:00:00",,"Closed","Services: General","FOR THE FRAMING OF AN APPROVED LIST – CONSULTING
SERVICES FOR PORTFOLIO LIFECYCLE ADVISORY
SERVICES ON AN “AS AND WHEN” REQUIRED BASIS FOR A
PERIOD OF TWO (2) YEARS, AS REQUIRED BY GROUP
STRATEGY & PLANNING","Gauteng","Eugene Engelbrecht","eugene.engelbrecht@transnet.net","011 308 2368","N/A",," NO"," NO","N/A"
1729,"8/2/5/113(2021-2024)RE","Request for Quotation",,"Midvaal Local Municipality",false,"Thursday, 17 June 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-17T10:00:00",,"Closed","Services: General","BID FOR THE APPOINTMENT OF A PANEL OF PROFESSIONAL SERVICE PROVIDERS TO ASSIST WITH IMPLEMENTATIONS, ENHANCEMENTS, SUPPORT AND MAINTENANCE OF THE ICT ENVIRONMENT ON AN AS AND WHEN REQUIRED BASIS FROM 01 JULY 2021 TO 30 JUNE 2024","Gauteng","CORPORATE (IT) SERVICES OFFICIAL","tenders@midvaal.gov.za","016 360 5834","N/A",," NO"," NO","N/A"
1730,"COMM-F73/2020/2021","Request for Quotation",,"Capricorn District Municipality",false,"Thursday, 08 July 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-07-08T11:00:00",,"Closed","Services: General","Completion Of TT Cholo Fire Station
","Limpopo","Mishack Letanta","letantam@cdm.org.za","0152941086","N/A",," NO"," NO","N/A"
1733,"20319","Request for Quotation",,"SA Bureau of Standards",true,"Friday, 11 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","Thursday, 03 June 2021 - 11:00","2021-06-11T11:00:00","2021-06-03T11:00:00","Closed","Services: General","SUPPLY, DELIVERY AND INSTALLATION OF SIGNAGE AT SABS CAMPUS","Gauteng","Lerato Monyepao","Lerato.monyepao2@sabs.co.za","012 428 6055","N/A",," Yes","Yes","N/A"
1736,"SCMN007/2021","Request for Proposal",,"National Student Financial Aid Scheme",false,"Thursday, 17 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-17T11:00:00",,"Closed","Services: General","Build an Online Applications and Eligibility Assessment Platform for 2022 Applications Cycle.","Western Cape","SCM Unit","SCM@nsfas.org.za","021 763 3200","N/A",," NO"," NO","N/A"
1739,"Bid number	ECR/CRES/07 /05/2021","Request for Proposal",,"Passenger Rail Agency of South Africa",false,"Friday, 04 June 2021 - 00:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-04T00:00:00",,"Closed","Services: General","SUPPLY AND DELIVER OF SANITISORS ON AN AS AND WHEN BASIS FOR THE PERIOD OF 12 MONTHS FOR THE EASTERN CAPE REGION (ECR)","Eastern Cape","Luleka Mtyala","lmtyala@prasa.com","043- 7002017","N/A",," NO"," NO","N/A"
1740,"TEC13/2021","Request for Information",,"Okhahlamba Local Municipality",false,"Friday, 09 July 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-07-09T11:00:00",,"Closed","Services: General","Appointment of a Panel of Consultants for the Provision of Professional Services on Municipal Infrastructure Projects for a Period of two (2) Years ","KwaZulu-Natal","N Moloi ","Neli.Moloi@okhahlamba.gov.za","036 448 8000","N/A",," NO"," NO","N/A"
1741,"RFB 002","Request for Proposal",,"SOUTH AFRICAN HEALTH PRODUCTS REGULATORY AUTHORITY",false,"Monday, 21 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-21T11:00:00",,"Closed","Services: General","SAHPRA/2021/INTERNAL AUDIT","Gauteng","Malose Teffo","Malose.Teffo@sahpra.org.za","012 501 0300","N/A",," NO"," NO","N/A"
1745,"OCJ2021/09","Request for Proposal",,"Office of the Chief Justice",true,"Monday, 28 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","Monday, 07 June 2021 - 11:00","2021-06-28T11:00:00","2021-06-07T11:00:00","Closed","Services: General","Terms of reference to request for bids from service providers for bid no OCJ2021/09: to provide infrastructure refresh (server, storage and virtualisation) including hardware and software warranty support and maintenance for the period of thirty-six (36) months for the office of the chief justice","National","Mmamoyahabo Thoka ","BidEnquiries@judiciary.org.za","010 493 2681","N/A",," Yes","Yes","N/A"
1747,"RFQ736/04/2021","Request for Quotation",,"South African Forestry Company Limited",false,"Friday, 04 June 2021 - 12:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-04T12:00:00",,"Closed","Services: General","SILVICULTURE SERVICES(WEEDING) AT WITKLIP PLANTATION","Mpumalanga","Stanley Sinyosi","stanleys@safcol.co.za","013 754 2770 / 060 960 6586","N/A",," NO"," NO","N/A"
1748,"CORP 5423","Request for Information",,"ESKOM",false,"Thursday, 01 July 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-07-01T10:00:00",,"Closed","Services: General","Determine technology options available in the market, as well as associated indicative costing and timelines for
•	Replacement of the Enterprise Integration Platform (Hardware and software).
•	Migration of the existing Interfaces and 
•	five (5 ) year support and maintenance for the replacement Platform (Hardware and software)
","National","Joosty Skhosana","SkhosaMJ@eskom.co.za","011 800 6512","N/A",," NO"," NO","N/A"
1750,"RFQ802/06/2021","Request for Proposal",,"South African Forestry Company Limited",false,"Friday, 04 June 2021 - 12:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-04T12:00:00",,"Closed","Services: General","SILVICULTURE SERVICES(FIRE PROTECTION) AT BERGVLIET PLANTATION","Mpumalanga","Stanley Sinyosi","stanleys@safcol.co.za","013 754 2770 / 060 960 6586","N/A",," NO"," NO","N/A"
1751,"RFQ802/05/2021","Request for Quotation",,"South African Forestry Company Limited",false,"Friday, 04 June 2021 - 12:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-04T12:00:00",,"Closed","Services: General","SILVICULTURE SERVICES FUEL AT BERGVLIET PLANTATION","Mpumalanga","Stanley Sinyosi","stanleys@safcol.co.za","013 754 2770 ","N/A",," NO"," NO","N/A"
1752,"TEC06/2021","Request for Information",,"Okhahlamba Local Municipality",false,"Friday, 09 July 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-07-09T11:00:00",,"Closed","Services: General","Closure and Rehabilitation of Unlicensed Municipal Dumpsite","KwaZulu-Natal","Xolly Keswa ","xolly.keswa@gmail.com","082 467 4842 ","N/A",," NO"," NO","N/A"
1753,"RFQ802/05/2021","Request for Quotation",,"South African Forestry Company Limited",false,"Friday, 04 June 2021 - 00:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-04T00:00:00",,"Closed","Services: General","SILVICULTURE SERVICES FUEL AT BERGVLIET PLANTATION","Mpumalanga","Stanley Sinyosi","stanleys@safcol.co.za","013 754 2770 / 060 960 6586","N/A",," NO"," NO","N/A"
1755,"RFQ802/06/2021","Request for Quotation",,"South African Forestry Company Limited",false,"Friday, 04 June 2021 - 12:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-04T12:00:00",,"Closed","Services: General","SILVICULTURE SERVICES(FIRE PROTECTION) AT BERGVLIET PLANTATION","Mpumalanga","Stanley Sinyosi","stanleys@safcol.co.za","013 754 2770 ","N/A",," NO"," NO","N/A"
1757,"CRAC-ELF-35808","Request for Proposal",,"Transnet SOC Ltd",false,"Tuesday, 08 June 2021 - 10:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-08T10:00:00",,"Closed","Services: General","RFQ for supply and delivery of abrasive cutting disc at elandsfontein","Gauteng","Zakhele Ngongwane","motsatsi.sekgoela@transnet.net","0118787031","N/A",," NO"," NO","N/A"
1758,"RFQ736/04/2021","Request for Quotation",,"South African Forestry Company Limited",false,"Friday, 04 June 2021 - 12:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-04T12:00:00",,"Closed","Services: General","SILVICULTURE SERVICES(WEEDING) AT WITKLIP PLANTATION","Mpumalanga","Stanley Sinyosi","stanleys@safcol.co.za","013 754 2770 ","N/A",," NO"," NO","N/A"
1760,"KZN/RAIL/05/2021/023/Q","Request for Quotation",,"Passenger Rail Agency of South Africa",false,"Monday, 07 June 2021 - 12:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-07T12:00:00",,"Closed","Services: General","REQUEST FOR QUOTES FOR THE SUPPLY AND DELIVERY OF SAFETY BOOTS FOR METRORAIL KZN","KwaZulu-Natal","Buyi Khanyezi","Buyisiwe.Khanyezi@prasa.com","031 813 0105","N/A",," NO"," NO","N/A"
1761,"INF-W74/2020/2021","Request for Quotation",,"Capricorn District Municipality",false,"Friday, 09 July 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-07-09T11:00:00",,"Closed","Services: General","Water And Sanitation Projects: Planning, Design, Construction
& Project Management Consultant","Limpopo","Klaas Madisha","email","0152941132","N/A",," NO"," NO","N/A"
1762,"RFP/FIN/2020/10 ","Request for Proposal",,"South African Broadcasting Corporation Limited",false,"Tuesday, 23 February 2021 - 00:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-02-23T00:00:00",,"Closed","Services: General","VAT Review for a period of 18 months","National","Lebohang  Tlale","TlaleLJ@sabc.co.za","+27117144644","N/A",," NO"," NO","N/A"
1763,"SENT/011/2021-22","Request for Proposal",,"Sentech Limited",false,"Friday, 02 July 2021 - 12:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-07-02T12:00:00",,"Closed","Services: General","Framework agreement for the appointment of a panel Network Operators to provision Best Effort Layer 2 services on an as and when required basis, for a period of five (5) years with an option of renewal for a further five (5) years.","Gauteng","Norman Sithole","tendera@sentech.co.za","011 471 4443","N/A",," NO"," NO","N/A"
1764,"4600069471","Request for Information",,"ESKOM",false,"Friday, 21 May 2021 - 00:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-05-21T00:00:00",,"Closed","Services: General","Installation of plastic bird perch diverters and stainless steel straps for Eastern Grid Lines.","National","Ntombifuthi Khumalo","khumalln@eskom.co.za","011 800 6307","N/A",," NO"," NO","N/A"
1768,"MPGXC006666","Request for Quotation",,"ESKOM",false,"Thursday, 24 June 2021 - 00:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-24T00:00:00",,"Closed","Services: General","Provision of Cable services at Duvha Power Station for Electrical Maintenance on an as and when required basis","Mpumalanga","Victoria Selepe","victoria.selepe@eskom.co.za","013 690 0514","N/A",," NO"," NO","N/A"
1770,"T23/05/21","Request for Proposal",,"Industrial Development Corporation of South Africa Limited",false,"Tuesday, 15 June 2021 - 11:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-15T11:00:00",,"Closed","Services: General","Request for proposal for the appointment of a panel of asset tagging and technical advisory experts","Gauteng","Mr. Terence Manzini","terencem@idc.co.za","011 269 3655","N/A",," NO"," NO","N/A"
1771,"C/O EXE 001/05/21","Request for Information",,"GERT SIBANDE TVET COLLEGE",false,"Monday, 28 June 2021 - 00:00","Tuesday, 01 June 2021","2021-06-01T00:00:00","<not available>","2021-06-28T00:00:00",,"Closed","Services: General","Panel of Legal Services for a period of 3 years","Mpumalanga","Mogoshadi  Makgolane","makgolane.m@gscollege.edu.za","+27177129040","N/A",," NO"," NO","N/A"
